Title,Element Name,Data Value
Camera and Photographic Equipment Repairers,Enterprising,1
Camera and Photographic Equipment Repairers,Conventional,4.58
Medical Equipment Repairers,Realistic,7
Medical Equipment Repairers,Investigative,4.59
Medical Equipment Repairers,Artistic,1
Medical Equipment Repairers,Social,1.81
Medical Equipment Repairers,Enterprising,1
Medical Equipment Repairers,Conventional,5.2
Musical Instrument Repairers and Tuners,Realistic,6.42
Musical Instrument Repairers and Tuners,Investigative,2.59
Musical Instrument Repairers and Tuners,Artistic,3.55
Musical Instrument Repairers and Tuners,Social,1.66
Musical Instrument Repairers and Tuners,Enterprising,1
Musical Instrument Repairers and Tuners,Conventional,3.38
Watch and Clock Repairers,Realistic,6.44
Watch and Clock Repairers,Investigative,1.97
Watch and Clock Repairers,Artistic,1.23
Watch and Clock Repairers,Social,1.47
Watch and Clock Repairers,Enterprising,1.3
Watch and Clock Repairers,Conventional,4.62
Maintenance and Repair Workers - General,Realistic,7
Maintenance and Repair Workers - General,Investigative,2.51
Maintenance and Repair Workers - General,Artistic,1.21
Maintenance and Repair Workers - General,Social,1.78
Maintenance and Repair Workers - General,Enterprising,1.53
Maintenance and Repair Workers - General,Conventional,4.16
Wind Turbine Service Technicians,Realistic,7
Wind Turbine Service Technicians,Investigative,3.57
Wind Turbine Service Technicians,Artistic,1
Wind Turbine Service Technicians,Social,1.61
Wind Turbine Service Technicians,Enterprising,1.78
Wind Turbine Service Technicians,Conventional,4.3
Coin - Vending - and Amusement Machine Servicers and Repairers,Realistic,6.08
Coin - Vending - and Amusement Machine Servicers and Repairers,Investigative,1.8
Coin - Vending - and Amusement Machine Servicers and Repairers,Artistic,1
Coin - Vending - and Amusement Machine Servicers and Repairers,Social,1.23
Coin - Vending - and Amusement Machine Servicers and Repairers,Enterprising,1.89
Coin - Vending - and Amusement Machine Servicers and Repairers,Conventional,5.71
Commercial Divers,Realistic,7
Commercial Divers,Investigative,3.6
Commercial Divers,Artistic,1.35
Commercial Divers,Social,1.1
Commercial Divers,Enterprising,1.66
Commercial Divers,Conventional,3.1
Locksmiths and Safe Repairers,Realistic,6.09
Locksmiths and Safe Repairers,Investigative,2.18
Locksmiths and Safe Repairers,Artistic,1.08
Locksmiths and Safe Repairers,Social,1.57
Locksmiths and Safe Repairers,Enterprising,1.34
Locksmiths and Safe Repairers,Conventional,4.69
Manufactured Building and Mobile Home Installers,Realistic,6.83
Manufactured Building and Mobile Home Installers,Investigative,1.9
Manufactured Building and Mobile Home Installers,Artistic,1.52
Manufactured Building and Mobile Home Installers,Social,1.71
Manufactured Building and Mobile Home Installers,Enterprising,1.17
Manufactured Building and Mobile Home Installers,Conventional,3.9
Riggers,Realistic,7
Riggers,Investigative,2.39
Riggers,Artistic,1.36
Riggers,Social,1
Riggers,Enterprising,1.87
Riggers,Conventional,3.7
Signal and Track Switch Repairers,Realistic,6.46
Signal and Track Switch Repairers,Investigative,2.67
Signal and Track Switch Repairers,Artistic,1
Signal and Track Switch Repairers,Social,1.17
Signal and Track Switch Repairers,Enterprising,1
Signal and Track Switch Repairers,Conventional,4.54
Helpers--Installation - Maintenance - and Repair Workers,Realistic,6.99
Helpers--Installation - Maintenance - and Repair Workers,Investigative,1.96
Helpers--Installation - Maintenance - and Repair Workers,Artistic,1.1
Helpers--Installation - Maintenance - and Repair Workers,Social,1.81
Helpers--Installation - Maintenance - and Repair Workers,Enterprising,1.63
Helpers--Installation - Maintenance - and Repair Workers,Conventional,4.03
Geothermal Technicians,Realistic,6.38
Geothermal Technicians,Investigative,3.44
Geothermal Technicians,Artistic,1
Geothermal Technicians,Social,1.68
Geothermal Technicians,Enterprising,1.78
Geothermal Technicians,Conventional,4.99
First-Line Supervisors of Production and Operating Workers,Realistic,4.33
First-Line Supervisors of Production and Operating Workers,Investigative,1.52
First-Line Supervisors of Production and Operating Workers,Artistic,1
First-Line Supervisors of Production and Operating Workers,Social,2.87
First-Line Supervisors of Production and Operating Workers,Enterprising,6.17
First-Line Supervisors of Production and Operating Workers,Conventional,5.34
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Realistic,7
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Investigative,2.65
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Artistic,1.74
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Social,1
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Enterprising,1.35
Aircraft Structure - Surfaces - Rigging - and Systems Assemblers,Conventional,3.75
Coil Winders - Tapers - and Finishers,Realistic,6.54
Coil Winders - Tapers - and Finishers,Investigative,2.28
Coil Winders - Tapers - and Finishers,Artistic,1
Coil Winders - Tapers - and Finishers,Social,1.12
Coil Winders - Tapers - and Finishers,Enterprising,1.4
Coil Winders - Tapers - and Finishers,Conventional,4.17
Electrical and Electronic Equipment Assemblers,Realistic,7
Electrical and Electronic Equipment Assemblers,Investigative,3.33
Electrical and Electronic Equipment Assemblers,Artistic,1.82
Electrical and Electronic Equipment Assemblers,Social,1.24
Electrical and Electronic Equipment Assemblers,Enterprising,1
Electrical and Electronic Equipment Assemblers,Conventional,4.3
Electromechanical Equipment Assemblers,Realistic,7
Electromechanical Equipment Assemblers,Investigative,3.35
Electromechanical Equipment Assemblers,Artistic,1.41
Electromechanical Equipment Assemblers,Social,1.06
Electromechanical Equipment Assemblers,Enterprising,1
Electromechanical Equipment Assemblers,Conventional,4.98
Engine and Other Machine Assemblers,Realistic,7
Engine and Other Machine Assemblers,Investigative,2.85
Engine and Other Machine Assemblers,Artistic,1.27
Engine and Other Machine Assemblers,Social,1
Engine and Other Machine Assemblers,Enterprising,1.06
Engine and Other Machine Assemblers,Conventional,4.47
Structural Metal Fabricators and Fitters,Realistic,7
Structural Metal Fabricators and Fitters,Investigative,2.66
Structural Metal Fabricators and Fitters,Artistic,1.64
Structural Metal Fabricators and Fitters,Social,1
Structural Metal Fabricators and Fitters,Enterprising,1.06
Structural Metal Fabricators and Fitters,Conventional,3.81
Fiberglass Laminators and Fabricators,Realistic,6.74
Fiberglass Laminators and Fabricators,Investigative,2.03
Fiberglass Laminators and Fabricators,Artistic,2.22
Fiberglass Laminators and Fabricators,Social,1
Fiberglass Laminators and Fabricators,Enterprising,1.15
Fiberglass Laminators and Fabricators,Conventional,3.49
Timing Device Assemblers and Adjusters,Realistic,6.74
Timing Device Assemblers and Adjusters,Investigative,2.12
Timing Device Assemblers and Adjusters,Artistic,1.19
Timing Device Assemblers and Adjusters,Social,1
Timing Device Assemblers and Adjusters,Enterprising,1.14
Timing Device Assemblers and Adjusters,Conventional,4.61
Team Assemblers,Realistic,5.36
Team Assemblers,Investigative,1.41
Team Assemblers,Artistic,1.6
Team Assemblers,Social,2.4
Team Assemblers,Enterprising,3.9
Team Assemblers,Conventional,4.64
Bakers,Realistic,6.37
Bakers,Investigative,1.67
Bakers,Artistic,2.23
Bakers,Social,1.75
Bakers,Enterprising,2.1
Bakers,Conventional,4.42
Butchers and Meat Cutters,Realistic,6.3
Butchers and Meat Cutters,Investigative,1.44
Butchers and Meat Cutters,Artistic,1.77
Butchers and Meat Cutters,Social,1.84
Butchers and Meat Cutters,Enterprising,2.76
Butchers and Meat Cutters,Conventional,3.82
Meat - Poultry - and Fish Cutters and Trimmers,Realistic,7
Meat - Poultry - and Fish Cutters and Trimmers,Investigative,1.84
Meat - Poultry - and Fish Cutters and Trimmers,Artistic,1
Meat - Poultry - and Fish Cutters and Trimmers,Social,1.34
Meat - Poultry - and Fish Cutters and Trimmers,Enterprising,1.45
Meat - Poultry - and Fish Cutters and Trimmers,Conventional,4.03
Slaughterers and Meat Packers,Realistic,6.58
Slaughterers and Meat Packers,Investigative,2.22
Slaughterers and Meat Packers,Artistic,1.39
Slaughterers and Meat Packers,Social,1.71
Slaughterers and Meat Packers,Enterprising,2.12
Slaughterers and Meat Packers,Conventional,3.53
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Realistic,6.84
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Investigative,1.59
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Artistic,1.1
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Social,1.27
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Enterprising,1.82
Food and Tobacco Roasting - Baking - and Drying Machine Operators and Tenders,Conventional,4.18
Food Batchmakers,Realistic,6.02
Food Batchmakers,Investigative,2.1
Food Batchmakers,Artistic,2.03
Food Batchmakers,Social,1.47
Food Batchmakers,Enterprising,2.75
Food Batchmakers,Conventional,4.45
Food Cooking Machine Operators and Tenders,Realistic,7
Food Cooking Machine Operators and Tenders,Investigative,1.8
Food Cooking Machine Operators and Tenders,Artistic,1.05
Food Cooking Machine Operators and Tenders,Social,1.4
Food Cooking Machine Operators and Tenders,Enterprising,1.63
Food Cooking Machine Operators and Tenders,Conventional,4.21
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,6.69
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.23
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.43
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1.09
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Extruding and Drawing Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.31
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,6.75
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.56
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.02
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1.07
Forging Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.27
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,6.84
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,1.69
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Rolling Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.07
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,6.87
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.12
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.3
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Cutting - Punching - and Press Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,3.9
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.75
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Artistic,1
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Social,1
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Drilling and Boring Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.27
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.15
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.18
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Social,1
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Grinding - Lapping - Polishing - and Buffing Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Conventional,3.9
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Investigative,1.96
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Artistic,1
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Social,1
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Lathe and Turning Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.13
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.24
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.19
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Milling and Planing Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.21
Machinists,Realistic,7
Machinists,Investigative,3.7
Machinists,Artistic,1.93
Machinists,Social,1.16
Machinists,Enterprising,1.23
Machinists,Conventional,4.42
Metal-Refining Furnace Operators and Tenders,Realistic,6.8
Metal-Refining Furnace Operators and Tenders,Investigative,2.73
Metal-Refining Furnace Operators and Tenders,Artistic,1.02
Metal-Refining Furnace Operators and Tenders,Social,1.04
Metal-Refining Furnace Operators and Tenders,Enterprising,1.11
Metal-Refining Furnace Operators and Tenders,Conventional,3.95
Pourers and Casters - Metal,Realistic,7
Pourers and Casters - Metal,Investigative,2.44
Pourers and Casters - Metal,Artistic,1.19
Pourers and Casters - Metal,Social,1.13
Pourers and Casters - Metal,Enterprising,1
Pourers and Casters - Metal,Conventional,3.57
Model Makers - Metal and Plastic,Realistic,6.95
Model Makers - Metal and Plastic,Investigative,3.12
Model Makers - Metal and Plastic,Artistic,2.82
Model Makers - Metal and Plastic,Social,1.05
Model Makers - Metal and Plastic,Enterprising,1
Model Makers - Metal and Plastic,Conventional,3.85
Patternmakers - Metal and Plastic,Realistic,6.23
Patternmakers - Metal and Plastic,Investigative,1.8
Patternmakers - Metal and Plastic,Artistic,3.05
Patternmakers - Metal and Plastic,Social,1
Patternmakers - Metal and Plastic,Enterprising,1
Patternmakers - Metal and Plastic,Conventional,4.65
Foundry Mold and Coremakers,Realistic,6.8
Foundry Mold and Coremakers,Investigative,2.35
Foundry Mold and Coremakers,Artistic,2.19
Foundry Mold and Coremakers,Social,1.13
Foundry Mold and Coremakers,Enterprising,1
Foundry Mold and Coremakers,Conventional,3.28
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.41
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.49
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1.06
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1.05
Molding - Coremaking - and Casting Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.13
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.15
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Artistic,1
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Social,1.04
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Multiple Machine Tool Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.61
Tool and Die Makers,Realistic,7
Tool and Die Makers,Investigative,2.91
Tool and Die Makers,Artistic,1.58
Tool and Die Makers,Social,1
Tool and Die Makers,Enterprising,1
Tool and Die Makers,Conventional,4.51
Welders - Cutters - Solderers - and Brazers,Realistic,7
Welders - Cutters - Solderers - and Brazers,Investigative,2.17
Welders - Cutters - Solderers - and Brazers,Artistic,1.5
Welders - Cutters - Solderers - and Brazers,Social,1.1
Welders - Cutters - Solderers - and Brazers,Enterprising,1.63
Welders - Cutters - Solderers - and Brazers,Conventional,3.78
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Realistic,7
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Investigative,2.11
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Artistic,1.25
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Social,1.14
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Enterprising,1.39
Welding - Soldering - and Brazing Machine Setters - Operators - and Tenders,Conventional,3.88
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Realistic,6.82
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.2
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Artistic,1
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Social,1.56
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Heat Treating Equipment Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.07
Layout Workers - Metal and Plastic,Realistic,6.43
Layout Workers - Metal and Plastic,Investigative,2.64
Layout Workers - Metal and Plastic,Artistic,2.77
Layout Workers - Metal and Plastic,Social,1.03
Layout Workers - Metal and Plastic,Enterprising,1
Layout Workers - Metal and Plastic,Conventional,3.95
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Realistic,7
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Investigative,2.23
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Artistic,1.41
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Social,1
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Enterprising,1
Plating Machine Setters - Operators - and Tenders - Metal and Plastic,Conventional,4.1
Tool Grinders - Filers - and Sharpeners,Realistic,7
Tool Grinders - Filers - and Sharpeners,Investigative,2.14
Tool Grinders - Filers - and Sharpeners,Artistic,1.33
Tool Grinders - Filers - and Sharpeners,Social,1
Tool Grinders - Filers - and Sharpeners,Enterprising,1
Tool Grinders - Filers - and Sharpeners,Conventional,4.32
Prepress Technicians and Workers,Realistic,4.87
Prepress Technicians and Workers,Investigative,2
Prepress Technicians and Workers,Artistic,3.09
Prepress Technicians and Workers,Social,1.56
Prepress Technicians and Workers,Enterprising,1.45
Prepress Technicians and Workers,Conventional,5.76
Printing Press Operators,Realistic,4.74
Printing Press Operators,Investigative,1.33
Printing Press Operators,Artistic,1.69
Printing Press Operators,Social,1.66
Printing Press Operators,Enterprising,1.93
Printing Press Operators,Conventional,5.65
Print Binding and Finishing Workers,Realistic,5.34
Print Binding and Finishing Workers,Investigative,1.31
Print Binding and Finishing Workers,Artistic,2.28
Print Binding and Finishing Workers,Social,1.46
Print Binding and Finishing Workers,Enterprising,1.23
Print Binding and Finishing Workers,Conventional,5.05
Laundry and Dry-Cleaning Workers,Realistic,6.36
Laundry and Dry-Cleaning Workers,Investigative,1.03
Laundry and Dry-Cleaning Workers,Artistic,1.25
Laundry and Dry-Cleaning Workers,Social,1.32
Laundry and Dry-Cleaning Workers,Enterprising,1.48
Laundry and Dry-Cleaning Workers,Conventional,4.25
Pressers - Textile - Garment - and Related Materials,Realistic,6.16
Pressers - Textile - Garment - and Related Materials,Investigative,1.42
Pressers - Textile - Garment - and Related Materials,Artistic,2.54
Pressers - Textile - Garment - and Related Materials,Social,1.13
Pressers - Textile - Garment - and Related Materials,Enterprising,1
Pressers - Textile - Garment - and Related Materials,Conventional,3.67
Sewing Machine Operators,Realistic,6.74
Sewing Machine Operators,Investigative,1.38
Sewing Machine Operators,Artistic,1.71
Sewing Machine Operators,Social,1.19
Sewing Machine Operators,Enterprising,1.17
Sewing Machine Operators,Conventional,3.92
Shoe and Leather Workers and Repairers,Realistic,6.83
Shoe and Leather Workers and Repairers,Investigative,1.6
Shoe and Leather Workers and Repairers,Artistic,3.25
Shoe and Leather Workers and Repairers,Social,1.32
Shoe and Leather Workers and Repairers,Enterprising,1.49
Shoe and Leather Workers and Repairers,Conventional,2.95
Shoe Machine Operators and Tenders,Realistic,6.65
Shoe Machine Operators and Tenders,Investigative,1.93
Shoe Machine Operators and Tenders,Artistic,1.36
Shoe Machine Operators and Tenders,Social,1.37
Shoe Machine Operators and Tenders,Enterprising,1.53
Shoe Machine Operators and Tenders,Conventional,4.16
Sewers - Hand,Realistic,6.28
Sewers - Hand,Investigative,1
Sewers - Hand,Artistic,2.89
Sewers - Hand,Social,1.62
Sewers - Hand,Enterprising,1.26
Sewers - Hand,Conventional,3.23
Tailors - Dressmakers - and Custom Sewers,Realistic,6.11
Tailors - Dressmakers - and Custom Sewers,Investigative,1.07
Tailors - Dressmakers - and Custom Sewers,Artistic,4
Tailors - Dressmakers - and Custom Sewers,Social,1.97
Tailors - Dressmakers - and Custom Sewers,Enterprising,2.19
Tailors - Dressmakers - and Custom Sewers,Conventional,2.98
Textile Bleaching and Dyeing Machine Operators and Tenders,Realistic,6.81
Textile Bleaching and Dyeing Machine Operators and Tenders,Investigative,2.15
Textile Bleaching and Dyeing Machine Operators and Tenders,Artistic,1.15
Textile Bleaching and Dyeing Machine Operators and Tenders,Social,1.21
Textile Bleaching and Dyeing Machine Operators and Tenders,Enterprising,1.11
Textile Bleaching and Dyeing Machine Operators and Tenders,Conventional,4.29
Textile Cutting Machine Setters - Operators - and Tenders,Realistic,6.35
Textile Cutting Machine Setters - Operators - and Tenders,Investigative,1.57
Textile Cutting Machine Setters - Operators - and Tenders,Artistic,1.5
Textile Cutting Machine Setters - Operators - and Tenders,Social,1.2
Textile Cutting Machine Setters - Operators - and Tenders,Enterprising,1.68
Textile Cutting Machine Setters - Operators - and Tenders,Conventional,4.52
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Realistic,6.85
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Investigative,1.75
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Artistic,1.65
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Social,1.04
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Enterprising,1.4
Textile Knitting and Weaving Machine Setters - Operators - and Tenders,Conventional,4.29
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Realistic,6.5
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Investigative,1.48
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Artistic,1.33
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Social,1
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Enterprising,1.53
Textile Winding - Twisting - and Drawing Out Machine Setters - Operators - and Tenders,Conventional,4.32
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Realistic,6.5
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Investigative,2.21
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Artistic,1.27
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Social,1.22
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Enterprising,1.41
Extruding and Forming Machine Setters - Operators - and Tenders - Synthetic and Glass Fibers,Conventional,4.05
Fabric and Apparel Patternmakers,Realistic,5.52
Fabric and Apparel Patternmakers,Investigative,1.28
Fabric and Apparel Patternmakers,Artistic,5.46
Fabric and Apparel Patternmakers,Social,1.37
Fabric and Apparel Patternmakers,Enterprising,1.5
Fabric and Apparel Patternmakers,Conventional,4.31
Upholsterers,Realistic,6.88
Upholsterers,Investigative,1.88
Upholsterers,Artistic,3.1
Upholsterers,Social,1.34
Upholsterers,Enterprising,1
Upholsterers,Conventional,2.94
Cabinetmakers and Bench Carpenters,Realistic,7
Cabinetmakers and Bench Carpenters,Investigative,2.07
Cabinetmakers and Bench Carpenters,Artistic,2.43
Cabinetmakers and Bench Carpenters,Social,1.14
Cabinetmakers and Bench Carpenters,Enterprising,1.21
Cabinetmakers and Bench Carpenters,Conventional,3.56
Furniture Finishers,Realistic,7
Furniture Finishers,Investigative,1.44
Furniture Finishers,Artistic,2.81
Furniture Finishers,Social,1.27
Furniture Finishers,Enterprising,1
Furniture Finishers,Conventional,2.92
Model Makers - Wood,Realistic,7
Model Makers - Wood,Investigative,2.59
Model Makers - Wood,Artistic,3.86
Model Makers - Wood,Social,1.35
Model Makers - Wood,Enterprising,1.55
Model Makers - Wood,Conventional,3.99
Patternmakers - Wood,Realistic,6.69
Patternmakers - Wood,Investigative,2.09
Patternmakers - Wood,Artistic,3.87
Patternmakers - Wood,Social,1.24
Patternmakers - Wood,Enterprising,1.24
Patternmakers - Wood,Conventional,4
Sawing Machine Setters - Operators - and Tenders - Wood,Realistic,7
Sawing Machine Setters - Operators - and Tenders - Wood,Investigative,2.33
Sawing Machine Setters - Operators - and Tenders - Wood,Artistic,1
Sawing Machine Setters - Operators - and Tenders - Wood,Social,1.13
Sawing Machine Setters - Operators - and Tenders - Wood,Enterprising,1
Sawing Machine Setters - Operators - and Tenders - Wood,Conventional,4.13
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Realistic,7
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Investigative,2.43
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Artistic,1.15
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Social,1.18
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Enterprising,1.03
Woodworking Machine Setters - Operators - and Tenders - Except Sawing,Conventional,4.15
Nuclear Power Reactor Operators,Realistic,5.24
Nuclear Power Reactor Operators,Investigative,3.25
Nuclear Power Reactor Operators,Artistic,1
Nuclear Power Reactor Operators,Social,2.17
Nuclear Power Reactor Operators,Enterprising,2.7
Nuclear Power Reactor Operators,Conventional,5.15
Power Distributors and Dispatchers,Realistic,5.16
Power Distributors and Dispatchers,Investigative,2.51
Power Distributors and Dispatchers,Artistic,1
Power Distributors and Dispatchers,Social,1.95
Power Distributors and Dispatchers,Enterprising,3
Power Distributors and Dispatchers,Conventional,5.08
Power Plant Operators,Realistic,6.63
Power Plant Operators,Investigative,2.64
Power Plant Operators,Artistic,1
Power Plant Operators,Social,1.38
Power Plant Operators,Enterprising,1.96
Power Plant Operators,Conventional,5.08
Biomass Plant Technicians,Realistic,6.97
Biomass Plant Technicians,Investigative,3.12
Biomass Plant Technicians,Artistic,1
Biomass Plant Technicians,Social,1.22
Biomass Plant Technicians,Enterprising,1.75
Biomass Plant Technicians,Conventional,4.82
Hydroelectric Plant Technicians,Realistic,7
Hydroelectric Plant Technicians,Investigative,3.28
Hydroelectric Plant Technicians,Artistic,1
Hydroelectric Plant Technicians,Social,1.21
Hydroelectric Plant Technicians,Enterprising,1.77
Hydroelectric Plant Technicians,Conventional,4.68
Stationary Engineers and Boiler Operators,Realistic,7
Stationary Engineers and Boiler Operators,Investigative,3.24
Stationary Engineers and Boiler Operators,Artistic,1
Stationary Engineers and Boiler Operators,Social,1.09
Stationary Engineers and Boiler Operators,Enterprising,1.25
Stationary Engineers and Boiler Operators,Conventional,4.65
Water and Wastewater Treatment Plant and System Operators,Realistic,6.84
Water and Wastewater Treatment Plant and System Operators,Investigative,2.71
Water and Wastewater Treatment Plant and System Operators,Artistic,1
Water and Wastewater Treatment Plant and System Operators,Social,1.52
Water and Wastewater Treatment Plant and System Operators,Enterprising,1.46
Water and Wastewater Treatment Plant and System Operators,Conventional,4.64
Chemical Plant and System Operators,Realistic,6.27
Chemical Plant and System Operators,Investigative,3.26
