yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2022,bir_kontenjana_talip_olan_aday_sayisi_2023,bir_kontenjana_talip_olan_aday_sayisi_2024,ilk_uc_sirada_tercih_eden_sayisi_2022,ilk_uc_sirada_tercih_eden_sayisi_2023,ilk_uc_sirada_tercih_eden_sayisi_2024,ilk_uc_sirada_tercih_eden_orani_2022,ilk_uc_sirada_tercih_eden_orani_2023,ilk_uc_sirada_tercih_eden_orani_2024,ilk_uc_tercih_olarak_yerlesen_sayisi_2022,ilk_uc_tercih_olarak_yerlesen_sayisi_2023,ilk_uc_tercih_olarak_yerlesen_sayisi_2024,ilk_uc_tercih_olarak_yerlesen_orani_2022,ilk_uc_tercih_olarak_yerlesen_orani_2023,ilk_uc_tercih_olarak_yerlesen_orani_2024
102690357,,,"8,9",,,33.0,,,"16,8",,,12.0,,,"54,5"
102690364,,,"51,4",,,243.0,,,"15,3",,,16.0,,,"51,6"
102690371,,,"14,1",,,83.0,,,"18,4",,,15.0,,,"48,4"
109210017,"18,8","21,0","25,8",276.0,295.0,227.0,"11,9","11,4","12,2",45.0,16.0,9.0,"36,6","13,0","12,5"
109210132,"9,9","15,4","32,2",57.0,146.0,183.0,"9,3","14,8","13,5",15.0,25.0,5.0,"24,2","40,3","11,9"
109210141,"9,0","18,0","16,8",37.0,123.0,106.0,"10,0","16,2","15,0",8.0,13.0,4.0,"19,5","31,7","9,5"
109210159,"21,8","20,2","27,1",177.0,245.0,229.0,"13,1","16,4","13,2",25.0,39.0,15.0,"40,3","54,2","24,2"
109210168,"23,7","14,8","22,1",339.0,323.0,343.0,"15,4","20,6","16,2",42.0,56.0,26.0,"45,2","53,8","27,7"
109210186,"22,0","18,0","29,6",255.0,310.0,407.0,"14,2","18,0","18,6",32.0,34.0,14.0,"39,0","36,2","19,4"
109210308,"8,1","8,6","9,9",66.0,95.0,59.0,"8,7","11,8","9,6",30.0,41.0,22.0,"32,3","44,1","35,5"
109210317,"13,6","15,2","16,9",145.0,194.0,81.0,"14,8","17,3","15,0",19.0,18.0,7.0,"26,4","24,3","22,6"
109210353,"22,3","16,4","18,7",312.0,247.0,162.0,"19,4","20,3","17,7",31.0,24.0,19.0,"43,1","33,3","38,8"
109210441,"16,1","21,3","16,8",553.0,668.0,675.0,"16,0","14,6","17,8",105.0,80.0,86.0,"48,6","37,0","38,1"
109210644,"52,9","37,2","46,8",483.0,340.0,434.0,"14,7","14,3","14,5",21.0,15.0,7.0,"33,9","24,2","10,9"
109210653,"40,9","21,6","44,1",484.0,320.0,267.0,"14,4","17,6","14,4",15.0,29.0,7.0,"18,3","34,5","16,7"
109210662,"27,8","22,8","27,0",1015.0,797.0,943.0,"22,3","20,8","23,6",70.0,74.0,48.0,"42,7","44,8","32,4"
109210759,"30,4","23,7","43,2",764.0,594.0,588.0,"11,1","11,1","13,2",57.0,45.0,11.0,"25,2","19,9","10,7"
109210768,"26,5","15,2","21,6",399.0,289.0,243.0,"18,3","22,6","20,8",24.0,50.0,19.0,"29,3","59,5","35,2"
109210838,"28,9","22,4","33,6",380.0,307.0,219.0,"21,2","22,2","21,0",29.0,34.0,12.0,"46,8","54,8","38,7"
109210865,"20,6","15,3","26,0",242.0,269.0,193.0,"14,3","21,0","15,1",31.0,41.0,10.0,"37,8","50,0","20,8"
109210917,"29,3","16,4","16,0",142.0,118.0,89.0,"15,7","17,1","13,2",15.0,13.0,12.0,"48,4","31,7","29,3"
109210944,"14,7","14,0","1,2",56.0,58.0,2.0,"9,3","10,1","7,7",15.0,18.0,0.0,"36,6","43,9","0,0"
109210953,"19,8","16,6","7,8",98.0,110.0,52.0,"16,0","18,4","16,3",12.0,10.0,21.0,"38,7","27,8","51,2"
109211006,"12,5","8,3","6,5",495.0,435.0,242.0,"19,3","24,9","22,5",107.0,156.0,100.0,"52,2","74,3","60,2"
109211024,"12,0","9,0","23,4",211.0,213.0,184.0,"17,1","20,5","18,8",48.0,64.0,11.0,"46,6","55,7","26,8"
109211033,"28,5","31,7","19,9",188.0,268.0,168.0,"16,1","18,0","18,0",16.0,21.0,21.0,"39,0","44,7","44,7"
109211121,"16,3","13,8","20,4",288.0,369.0,251.0,"17,1","23,1","19,2",44.0,65.0,19.0,"42,7","57,5","30,6"
109211139,"14,3","8,8","19,9",309.0,238.0,182.0,"20,9","23,4","21,7",49.0,56.0,14.0,"47,6","49,1","33,3"
109211148,"11,5","8,1","18,8",186.0,177.0,133.0,"15,6","18,8","16,8",39.0,48.0,9.0,"37,9","42,1","21,4"
109211166,"18,3","16,6","15,0",162.0,180.0,166.0,"14,3","16,9","14,9",22.0,31.0,14.0,"35,5","49,2","19,4"
109211209,"26,2","13,3","31,1",314.0,190.0,232.0,"19,3","22,4","23,3",23.0,24.0,7.0,"37,1","38,1","21,9"
109290270,"18,7","29,9","8,5",189.0,266.0,74.0,"19,5","17,1","16,7",19.0,17.0,24.0,"36,5","32,7","46,2"
109290272,"27,9","28,6","48,0",220.0,265.0,223.0,"9,6","11,3","15,0",16.0,11.0,5.0,"19,5","13,4","16,1"
109290320,"9,8","8,5","9,6",278.0,215.0,89.0,"45,6","40,7","35,7",47.0,44.0,8.0,"75,8","71,0","30,8"
109290321,"22,1","20,3","11,7",218.0,222.0,27.0,"19,0","21,0","7,5",24.0,35.0,9.0,"46,2","67,3","29,0"
109290322,"29,4","23,5","27,1",216.0,194.0,239.0,"17,9","20,2","18,7",21.0,16.0,13.0,"51,2","39,0","27,7"
109290340,"18,8","13,8","17,9",172.0,172.0,178.0,"17,6","23,1","18,4",20.0,21.0,11.0,"38,5","40,4","21,2"
109290343,"15,1","12,0","9,4",158.0,148.0,117.0,"20,2","22,9","21,0",20.0,30.0,15.0,"38,5","57,7","26,3"
109290349,"19,2","18,0","13,8",257.0,315.0,240.0,"16,3","20,8","18,2",30.0,46.0,24.0,"36,6","56,1","25,5"
109290394,"70,9","14,4","15,2",234.0,91.0,71.0,"16,5","30,1","24,7",13.0,15.0,8.0,"65,0","71,4","44,4"
109290410,,,"35,4",,,184.0,,,"16,2",,,5.0,,,"16,1"
109290417,,,"11,5",,,82.0,,,"22,3",,,13.0,,,"40,6"
109290424,,,"9,6",,,70.0,,,"17,3",,,16.0,,,"39,0"
109290431,,,"8,8",,,34.0,,,"12,1",,,10.0,,,"32,3"
109290438,,,"17,8",,,192.0,,,"12,8",,,14.0,,,"17,1"
109290445,,,"20,5",,,321.0,,,"24,5",,,15.0,,,"23,4"
109290452,,,"10,8",,,60.0,,,"20,5",,,11.0,,,"40,7"
109290459,,,"9,8",,,71.0,,,"17,2",,,18.0,,,"42,9"
109290466,,,"10,5",,,64.0,,,"19,0",,,13.0,,,"41,9"
109290473,,,"8,3",,,52.0,,,"19,5",,,20.0,,,"62,5"
109290480,,,"15,8",,,248.0,,,"17,9",,,23.0,,,"26,1"
109290487,,,"14,2",,,48.0,,,"12,5",,,6.0,,,"23,1"
109290494,,,"2,5",,,2.0,,,"7,1",,,0.0,,,"0,0"
109290501,,,"35,5",,,207.0,,,"11,2",,,4.0,,,"7,7"
109290508,,,"14,8",,,149.0,,,"13,1",,,10.0,,,"13,0"
109290515,,,"12,3",,,36.0,,,"10,8",,,3.0,,,"11,5"
109290522,,,"4,6",,,15.0,,,"12,6",,,11.0,,,"42,3"
109290529,,,"16,7",,,56.0,,,"8,2",,,11.0,,,"26,8"
109290536,,,"11,3",,,52.0,,,"17,1",,,3.0,,,"11,5"
109290543,,,"24,1",,,83.0,,,"12,7",,,4.0,,,"15,4"
109290557,,,"24,8",,,155.0,,,"7,6",,,8.0,,,"9,8"
109290564,,,"17,7",,,123.0,,,"16,6",,,15.0,,,"35,7"
109290571,,,"17,1",,,45.0,,,"7,3",,,3.0,,,"8,3"
109290578,,,"1,2",,,1.0,,,"5,3",,,0.0,,,"0,0"
109290585,,,"29,6",,,150.0,,,"17,5",,,6.0,,,"20,7"
109310016,"7,6","8,6","10,5",266.0,313.0,170.0,"25,2","25,4","25,8",78.0,106.0,55.0,"56,1","74,1","87,3"
109310025,,,"21,6",,,86.0,,,"18,1",,,11.0,,,"50,0"
109310034,"10,3","11,5","17,9",58.0,53.0,112.0,"26,9","21,0","11,6",12.0,9.0,15.0,"57,1","40,9","27,8"
109310043,"0,2","0,6","0,9",0.0,5.0,0.0,,"38,5","0,0",,,,,,
109310079,"27,4","18,7","16,0",132.0,117.0,116.0,"22,9","19,5","22,7",14.0,12.0,18.0,"66,7","37,5","56,3"
109370145,"11,0","11,8","12,2",60.0,68.0,59.0,"26,0","26,2","13,1",12.0,20.0,14.0,"57,1","90,9","37,8"
109370147,,,"31,1",,,146.0,,,"14,7",,,16.0,,,"50,0"
109370150,"30,2","19,2","17,9",139.0,129.0,123.0,"21,9","21,0","21,5",10.0,21.0,13.0,"47,6","65,6","40,6"
109370157,"13,1","10,9","7,3",145.0,113.0,64.0,"27,0","24,7","20,8",22.0,18.0,18.0,"53,7","42,9","42,9"
109370158,"2,1","2,5","4,6",2.0,7.0,1.0,"4,5","6,8","2,0",2.0,6.0,1.0,"16,7","16,7","50,0"
109370164,"26,0","12,6","29,1",83.0,35.0,37.0,"21,3","17,4","15,9",8.0,13.0,7.0,"53,3","86,7","87,5"
109370165,"11,4","11,4","9,9",164.0,167.0,117.0,"35,2","34,9","31,8",29.0,28.0,30.0,"70,7","66,7","81,1"
109370166,"13,8","14,9","12,9",164.0,192.0,107.0,"29,0","30,8","26,0",24.0,33.0,11.0,"58,5","78,6","34,4"
109370188,,,"69,4",,,708.0,,,"24,3",,,15.0,,,"35,7"
112010621,"22,5","16,5","14,5",299.0,204.0,237.0,"21,4","19,4","22,0",36.0,37.0,11.0,"58,1","59,7","15,1"
112070670,"9,9","14,3","15,2",85.0,123.0,141.0,"20,9","21,0","19,7",19.0,12.0,7.0,"46,3","29,3","14,9"
112070677,"19,0","14,6","22,4",163.0,168.0,169.0,"16,5","21,3","18,0",19.0,28.0,12.0,"36,5","53,8","28,6"
112070678,"25,4","19,7","13,4",158.0,168.0,175.0,"15,2","20,3","20,4",15.0,19.0,15.0,"36,6","45,2","23,8"
112070679,"31,8","21,4","17,8",204.0,226.0,191.0,"15,6","19,6","18,2",8.0,8.0,8.0,"19,5","15,4","13,8"
112070680,"4,1","7,6","24,8",7.0,12.0,32.0,"5,6","6,1","4,2",2.0,5.0,2.0,"18,2","19,2","6,5"
112070683,"34,2","30,5","13,5",234.0,263.0,115.0,"11,0","13,9","12,7",6.0,14.0,10.0,"9,7","22,6","14,9"
112070684,"4,9","21,1","25,4",22.0,54.0,85.0,"9,6","5,5","8,2",12.0,6.0,4.0,"25,5","12,8","9,8"
112070685,"4,4","19,9","15,1",9.0,36.0,60.0,"5,0","4,4","8,5",7.0,4.0,3.0,"17,1","9,8","6,4"
112070686,"62,3","33,9","48,0",543.0,329.0,475.0,"15,3","14,1","15,5",10.0,12.0,10.0,"17,5","17,4","15,6"
112070687,"89,9","63,9","57,9",846.0,565.0,560.0,"23,0","21,0","23,0",21.0,25.0,12.0,"51,2","59,5","28,6"
112070688,"39,4","17,8","15,4",535.0,272.0,253.0,"33,1","36,5","33,5",24.0,23.0,22.0,"58,5","54,8","45,8"
112070689,"44,5","13,3","15,9",426.0,198.0,183.0,"23,4","27,6","23,5",23.0,29.0,21.0,"56,1","53,7","42,9"
112070705,"46,7","30,5","44,6",386.0,177.0,305.0,"26,7","18,7","19,0",17.0,9.0,8.0,"54,8","29,0","22,2"
112070712,"87,8","28,7","28,4",733.0,332.0,271.0,"39,8","36,2","25,8",9.0,19.0,3.0,"42,9","59,4","8,1"
112070719,"134,1","46,8","30,9",1015.0,265.0,163.0,"24,4","17,7","16,5",6.0,13.0,1.0,"19,4","40,6","3,1"
112070726,"37,2","15,4","19,9",480.0,198.0,171.0,"24,8","23,9","23,2",23.0,34.0,14.0,"44,2","63,0","37,8"
112070747,,,"25,4",,,176.0,,,"21,6",,,7.0,,,"21,9"
206710038,"16,6","14,9","14,0",79.0,107.0,93.0,"26,4","34,3","28,8",10.0,10.0,10.0,"55,6","55,6","47,6"
206710074,"5,5","3,5","4,0",150.0,118.0,157.0,"26,6","30,7","32,6",50.0,59.0,69.0,"49,0","53,6","57,5"
206710171,"16,6","8,2","3,6",60.0,58.0,15.0,"16,4","27,1","13,8",8.0,14.0,5.0,"36,4","53,8","62,5"
206710189,"37,5","29,3","21,4",125.0,114.0,85.0,"23,8","26,0","28,3",2.0,3.0,8.0,"14,3","20,0","57,1"
206710198,,,"7,5",,,108.0,,,"31,3",,,27.0,,,"58,7"
206710232,"29,8","32,6","28,2",73.0,90.0,79.0,"30,7","30,7","31,1",2.0,6.0,3.0,"25,0","66,7","33,3"
206710241,"5,9","6,6","4,7",74.0,101.0,69.0,"30,1","37,4","38,8",16.0,23.0,22.0,"38,1","56,1","57,9"
206710277,"22,0","27,4","18,5",28.0,46.0,33.0,"18,2","24,0","29,7",4.0,2.0,3.0,"57,1","33,3","50,0"
206710286,"2,7","1,9","3,2",23.0,14.0,48.0,"20,7","20,9","50,0",20.0,9.0,18.0,"52,6","33,3","60,0"
206710338,"35,0","13,2","12,2",26.0,15.0,19.0,"24,8","22,7","31,1",2.0,3.0,4.0,"66,7","60,0","80,0"
206710347,"5,6","5,4","3,3",24.0,9.0,20.0,"25,0","8,7","31,7",10.0,5.0,12.0,"58,8","26,3","63,2"
206710365,"17,9","14,1","10,3",57.0,56.0,41.0,"39,9","44,1","50,0",4.0,5.0,5.0,"50,0","62,5","71,4"
206710374,"4,3","1,8","2,3",79.0,30.0,36.0,"40,1","40,0","41,9",23.0,24.0,20.0,"50,0","64,9","52,6"
206710408,"27,9","34,1","15,3",43.0,49.0,23.0,"19,3","20,5","25,0",3.0,3.0,2.0,"37,5","50,0","40,0"
206710417,"3,3","3,1","4,4",19.0,26.0,31.0,"12,5","24,8","27,2",10.0,12.0,11.0,"31,3","54,5","42,3"
206710436,"74,0","31,6","22,4",36.0,34.0,19.0,"16,2","21,5","17,0",2.0,1.0,2.0,"66,7","20,0","40,0"
206710437,"29,9","33,7","26,6",60.0,87.0,62.0,"20,1","25,8","23,3",1.0,6.0,5.0,"10,0","60,0","50,0"
206710438,"6,1","5,9","4,7",83.0,82.0,67.0,"26,1","29,4","30,5",26.0,27.0,30.0,"50,0","57,4","63,8"
206710449,"9,4","8,3","4,7",31.0,43.0,20.0,"19,4","27,4","20,4",6.0,12.0,12.0,"35,3","63,2","66,7"
206710458,"139,5","72,7","37,7",319.0,177.0,85.0,"28,6","27,1","32,2",5.0,5.0,2.0,"62,5","55,6","28,6"
206710460,"36,8","24,6","15,9",97.0,82.0,49.0,"43,9","47,7","44,1",4.0,4.0,4.0,"66,7","66,7","66,7"
206710461,"5,5","4,7","3,4",42.0,43.0,27.0,"21,3","30,3","22,9",15.0,23.0,15.0,"41,7","76,7","53,6"
206710462,"12,3","4,2","12,4",24.0,55.0,3.0,"9,8","27,8","4,8",3.0,21.0,1.0,"15,0","72,4","25,0"
206710463,"36,5","32,7","22,3",67.0,76.0,52.0,"30,6","33,2","33,3",1.0,3.0,3.0,"16,7","42,9","42,9"
206710464,"9,9","9,9","6,7",72.0,77.0,51.0,"20,2","26,0","25,2",17.0,18.0,11.0,"47,2","60,0","36,7"
206710467,"31,7","25,5","24,7",89.0,93.0,59.0,"31,2","33,1","34,1",3.0,3.0,4.0,"33,3","27,3","66,7"
206710468,"38,4","25,0","10,4",51.0,40.0,13.0,"26,6","32,0","25,0",3.0,2.0,2.0,"60,0","40,0","40,0"
206710469,"9,1","6,7","3,8",29.0,38.0,29.0,"21,3","29,7","36,3",6.0,15.0,12.0,"40,0","78,9","57,1"
206710471,"22,7","22,7","27,9",57.0,66.0,56.0,"22,8","26,4","28,7",2.0,3.0,3.0,"18,2","30,0","50,0"
206710472,,,"5,4",,,27.0,,,"14,4",,,7.0,,,"20,0"
206710479,"15,6","10,3","7,5",17.0,8.0,17.0,"21,8","12,9","37,8",1.0,3.0,4.0,"20,0","50,0","66,7"
206710493,"9,7","7,4","5,8",102.0,96.0,43.0,"19,9","23,6","20,2",28.0,35.0,26.0,"52,8","63,6","70,3"
206710521,,"11,2","5,0",,9.0,5.0,,"16,1","20,0",,2.0,2.0,,"40,0","100,0"
206710528,,"24,2","10,8",,25.0,6.0,,"20,7","9,2",,1.0,2.0,,"20,0","33,3"
206710542,,,"7,5",,,42.0,,,"19,4",,,19.0,,,"65,5"
107910016,"2,5","5,4","5,4",3.0,7.0,9.0,"3,9","6,2","8,0",1.0,6.0,5.0,"11,1","46,2","23,8"
107910025,"20,1","15,6","20,5",302.0,234.0,242.0,"20,9","20,3","24,1",25.0,27.0,18.0,"34,7","36,5","36,7"
107910043,"1,2","1,3","3,5",0.0,0.0,3.0,,,"7,7",0.0,0.0,2.0,,,"18,2"
107910052,"2,3","7,0","17,8",8.0,10.0,24.0,"8,4","5,5","5,2",5.0,5.0,0.0,"62,5","19,2","0,0"
107910061,"12,4","19,8","27,6",51.0,97.0,143.0,"6,6","7,9","10,0",10.0,8.0,4.0,"16,1","12,9","7,7"
107910088,"3,5","2,5","2,3",3.0,8.0,4.0,"4,1","10,1","11,1",2.0,6.0,2.0,"11,8","30,0","22,2"
107910097,"15,3","20,2","18,8",261.0,292.0,329.0,"13,9","11,7","13,1",38.0,18.0,14.0,"30,9","14,6","10,4"
107910113,"27,9","22,6","15,2",288.0,301.0,153.0,"14,4","18,5","13,9",8.0,4.0,15.0,"11,1","5,6","20,8"
107910122,"46,2","32,6","31,4",164.0,118.0,156.0,"16,9","16,4","22,6",8.0,5.0,5.0,"38,1","23,8","22,7"
107910131,"25,3","19,4","19,0",169.0,144.0,131.0,"12,9","13,7","16,4",8.0,11.0,9.0,"15,4","21,2","21,4"
107910158,"34,0","18,7","17,0",177.0,92.0,90.0,"20,0","18,3","19,6",15.0,10.0,8.0,"57,7","37,0","29,6"
107910167,"23,9","12,6","14,9",266.0,157.0,155.0,"27,1","29,6","32,4",25.0,20.0,13.0,"61,0","47,6","40,6"
107910194,"37,7","18,2","15,8",255.0,156.0,119.0,"21,8","26,8","27,9",20.0,19.0,18.0,"64,5","59,4","66,7"
107910219,"29,0","15,6","16,7",107.0,81.0,69.0,"17,6","19,3","15,3",10.0,8.0,5.0,"47,6","29,6","18,5"
107910228,"44,4","25,6","17,0",153.0,91.0,60.0,"16,4","16,1","16,1",6.0,8.0,9.0,"28,6","38,1","40,9"
107910237,"21,7","18,5","15,4",61.0,83.0,71.0,"10,8","16,6","17,0",6.0,12.0,12.0,"23,1","44,4","44,4"
107910246,"22,6","14,5","12,3",236.0,168.0,89.0,"25,5","27,5","22,6",15.0,26.0,11.0,"36,6","61,9","34,4"
107910255,"1,7","3,7","18,8",4.0,10.0,18.0,"5,8","10,4","6,0",3.0,7.0,2.0,"25,0","58,3","12,5"
107910264,"7,4","9,0","11,2",109.0,154.0,180.0,"18,0","20,5","17,7",21.0,33.0,23.0,"25,6","39,8","25,8"
107910282,"26,7","23,2","18,2",190.0,172.0,147.0,"22,9","23,2","25,3",12.0,14.0,9.0,"38,7","43,8","28,1"
107910291,"20,0","13,4","12,0",294.0,215.0,84.0,"20,4","21,7","21,9",40.0,51.0,16.0,"55,6","68,9","50,0"
107910307,"34,6","24,9","41,1",441.0,357.0,537.0,"20,6","22,4","24,2",36.0,34.0,8.0,"58,1","53,1","14,8"
107910316,"10,2","11,1","12,2",143.0,181.0,185.0,"17,1","19,5","16,6",34.0,34.0,29.0,"41,5","40,5","33,0"
107910325,"23,8","21,2","41,8",287.0,255.0,412.0,"19,4","18,8","20,1",25.0,38.0,16.0,"40,3","60,3","32,7"
107910334,"17,4","13,2","12,7",231.0,209.0,109.0,"18,5","21,4","26,8",35.0,40.0,16.0,"48,6","54,1","50,0"
107910343,"14,4","15,8","47,4",141.0,175.0,302.0,"15,8","17,3","19,9",30.0,29.0,9.0,"48,4","46,8","28,1"
107910352,"6,8","6,1","10,3",59.0,46.0,59.0,"10,6","9,1","11,0",29.0,25.0,12.0,"35,4","30,5","23,1"
107910361,"31,5","18,1","41,2",344.0,241.0,385.0,"17,6","20,8","22,3",31.0,39.0,16.0,"50,0","62,9","38,1"
107910388,"18,7","10,7","13,4",238.0,162.0,112.0,"20,6","23,7","22,6",34.0,36.0,14.0,"54,8","56,3","37,8"
107910413,"28,2","19,4","40,3",438.0,312.0,352.0,"25,0","25,1","20,8",20.0,34.0,7.0,"32,3","53,1","16,7"
107910422,"12,0","8,2","8,9",253.0,214.0,127.0,"19,0","22,9","22,6",54.0,72.0,37.0,"48,6","63,2","58,7"
107910449,"19,6","23,5","16,8",159.0,229.0,167.0,"13,1","15,7","14,8",10.0,15.0,13.0,"16,1","24,2","19,4"
107910458,"21,6","12,0","10,0",254.0,160.0,85.0,"19,0","20,8","20,2",33.0,32.0,17.0,"53,2","50,0","40,5"
107910467,"23,5","18,0","35,2",283.0,247.0,413.0,"19,5","21,5","21,7",37.0,39.0,15.0,"59,7","62,9","27,8"
107990052,"13,2","12,7","11,0",114.0,137.0,73.0,"21,0","25,7","20,7",18.0,25.0,12.0,"43,9","59,5","37,5"
107990055,"23,5","13,7","27,4",258.0,207.0,236.0,"17,7","23,6","20,5",30.0,35.0,11.0,"48,4","55,6","26,2"
107990098,"40,9","24,6","20,0",677.0,440.0,378.0,"26,7","28,0","35,1",13.0,17.0,12.0,"21,0","26,6","22,2"
107990099,"32,6","22,8","16,9",94.0,77.0,55.0,"13,7","15,3","14,8",5.0,8.0,6.0,"23,8","36,4","27,3"
107990101,"32,7","26,5","28,1",447.0,394.0,324.0,"11,1","12,1","11,2",19.0,12.0,3.0,"15,4","9,8","2,9"
107990102,"19,1","20,0","14,2",46.0,55.0,57.0,"11,4","12,5","18,3",4.0,5.0,9.0,"19,0","23,8","40,9"
107990130,"38,6","17,3","13,9",88.0,27.0,22.0,"19,0","12,0","19,8",4.0,8.0,3.0,"33,3","61,5","42,9"
107990136,"24,9","33,0","33,5",70.0,135.0,163.0,"6,9","10,0","11,9",7.0,6.0,6.0,"17,1","14,6","14,6"
107990143,"67,0","30,5","17,0",345.0,167.0,100.0,"24,5","24,9","21,8",9.0,17.0,12.0,"42,9","77,3","44,4"
107990171,,"16,7","15,7",,217.0,102.0,,"24,1","20,3",,22.0,7.0,,"40,7","21,9"
107990178,,"20,4","21,9",,482.0,168.0,,"32,0","26,4",,35.0,7.0,,"47,3","24,1"
107990185,,"35,0","30,8",,1351.0,591.0,,"36,5","20,0",,47.0,20.0,,"44,3","20,8"
205410026,"30,3","22,3","19,0",30.0,37.0,32.0,"33,0","41,6","42,1",3.0,4.0,3.0,"100,0","100,0","75,0"
205410035,"17,7","11,3","9,8",16.0,21.0,23.0,"30,2","46,7","59,0",2.0,2.0,4.0,"66,7","50,0","100,0"
205410044,"12,3","7,1","4,3",18.0,13.0,19.0,"12,2","10,7","19,2",3.0,7.0,11.0,"25,0","41,2","47,8"
205410053,"63,3","63,9","39,4",81.0,99.0,118.0,"21,3","19,4","33,2",3.0,2.0,8.0,"50,0","28,6","88,9"
205410062,"12,0","7,9","8,0",57.0,36.0,46.0,"22,5","19,9","25,1",8.0,9.0,17.0,"38,1","39,1","73,9"
205410071,"51,0","55,4","45,7",102.0,121.0,117.0,"25,0","24,2","28,5",6.0,5.0,5.0,"75,0","55,6","55,6"
205410105,"12,3","6,3","4,8",155.0,68.0,54.0,"31,5","27,2","28,3",4.0,17.0,22.0,"10,0","42,5","55,0"
205410114,"68,0","58,9","31,8",381.0,301.0,168.0,"37,4","31,9","33,0",9.0,11.0,13.0,"60,0","68,8","81,3"
205410123,"6,8","6,6","6,6",48.0,55.0,65.0,"17,6","20,8","24,6",5.0,10.0,17.0,"12,5","25,0","42,5"
205410132,"34,0","34,6","32,3",100.0,112.0,137.0,"19,6","20,3","26,6",8.0,5.0,10.0,"53,3","31,3","62,5"
205410141,"9,9","7,6","8,0",75.0,47.0,75.0,"21,7","17,7","26,9",9.0,11.0,23.0,"25,7","31,4","65,7"
205410159,"45,8","47,0","26,9",118.0,151.0,97.0,"21,5","24,7","27,7",6.0,7.0,3.0,"50,0","53,8","23,1"
205410168,"5,4","6,3","5,6",40.0,47.0,39.0,"21,2","21,3","19,9",4.0,8.0,18.0,"11,4","22,9","51,4"
205410177,"28,9","31,2","29,6",87.0,98.0,87.0,"25,1","24,2","22,6",2.0,4.0,4.0,"16,7","36,4","30,8"
205410265,"6,3","3,9","3,4",77.0,70.0,37.0,"22,3","32,9","19,0",25.0,39.0,18.0,"45,5","70,9","62,1"
205410283,"24,8","23,7","23,2",209.0,232.0,180.0,"52,6","57,6","45,7",15.0,14.0,14.0,"93,8","82,4","82,4"
205410292,"12,1","10,6","7,3",92.0,61.0,53.0,"30,5","23,1","29,0",12.0,17.0,13.0,"48,0","68,0","52,0"
205410308,"15,1","13,5","11,9",130.0,108.0,108.0,"31,9","32,0","36,2",16.0,15.0,12.0,"59,3","60,0","48,0"
205410326,"22,8","12,4","9,3",180.0,93.0,76.0,"31,6","30,0","32,8",4.0,10.0,11.0,"16,0","40,0","44,0"
205410335,"17,3","12,8","15,2",103.0,77.0,117.0,"23,8","24,1","30,9",3.0,10.0,11.0,"12,0","40,0","44,0"
205410344,"15,3","11,1","11,5",126.0,89.0,119.0,"25,0","24,3","31,5",4.0,17.0,15.0,"12,1","51,5","45,5"
205410353,"9,0","9,4","11,3",86.0,84.0,112.0,"29,0","27,0","30,0",10.0,13.0,16.0,"30,3","39,4","48,5"
205410362,"12,8","7,9","7,7",141.0,101.0,88.0,"29,1","33,6","31,9",16.0,16.0,12.0,"42,1","42,1","33,3"
205410371,"9,1","6,9","3,7",18.0,14.0,9.0,"24,7","22,6","20,5",6.0,6.0,5.0,"75,0","66,7","62,5"
205410389,"44,0","33,7","23,8",29.0,17.0,27.0,"33,0","16,8","28,4",2.0,0.0,3.0,"100,0",,"75,0"
205410398,"18,2","19,0","9,9",33.0,26.0,25.0,"30,3","27,4","31,6",5.0,3.0,5.0,"83,3","60,0","62,5"
205410405,"9,8","8,0","6,8",14.0,7.0,3.0,"17,9","17,5","8,8",2.0,2.0,2.0,"25,0","40,0","40,0"
205410414,"19,0","13,5","21,1",39.0,30.0,60.0,"34,2","27,8","35,5",5.0,5.0,6.0,"83,3","62,5","75,0"
205410423,"5,6","3,9","5,0",41.0,41.0,47.0,"25,3","28,1","25,4",12.0,21.0,18.0,"41,4","56,8","48,6"
205410432,"29,6","27,7","24,1",81.0,96.0,57.0,"34,2","38,6","26,3",6.0,3.0,3.0,"75,0","33,3","37,5"
205410441,"12,9","12,7","14,6",43.0,42.0,40.0,"33,3","33,1","27,4",2.0,2.0,4.0,"20,0","20,0","40,0"
205410468,"3,2","12,6","2,3",6.0,24.0,4.0,"18,8","27,3","25,0",5.0,3.0,1.0,"62,5","42,9","33,3"
205410477,"2,4","24,9","3,7",3.0,40.0,6.0,"12,5","23,0","23,1",2.0,3.0,4.0,"20,0","42,9","57,1"
205410486,"35,8","27,0","29,0",66.0,70.0,63.0,"30,7","37,0","31,0",3.0,4.0,3.0,"50,0","66,7","42,9"
205410495,"8,2","7,8","5,2",67.0,53.0,60.0,"25,5","22,6","38,2",15.0,14.0,21.0,"46,9","46,7","70,0"
205410502,"3,5","3,8","2,2",29.0,30.0,13.0,"21,8","21,0","15,5",16.0,16.0,11.0,"42,1","42,1","55,0"
205410511,"8,1","11,0","11,2",11.0,11.0,5.0,"16,9","20,0","8,9",4.0,2.0,3.0,"50,0","40,0","60,0"
205410529,"27,7","22,5","16,5",37.0,40.0,24.0,"22,3","22,2","18,2",2.0,3.0,3.0,"33,3","42,9","37,5"
205410538,"6,4","5,8","5,0",43.0,57.0,59.0,"23,0","26,5","31,7",13.0,18.0,19.0,"44,8","48,6","51,4"
